sentence_id	sent_id	chapter_id	n_tokens	target_idx	lemma_id	lemma	upos	cell	formation	form	unsandhied	corpus_freq	sentence_cloze	sentence_full	distractor_forms	n_distractors	drill_mode
4788	650652_1	11091	4	1	157147	juṣ	VERB	Pres.Imp.2.Sing.NonPass		juṣasva	juṣasva	1226	___ saprathastamam iti anvāha	juṣasva saprathastamam iti anvāha	juṣantām|juṣatām|juṣanta	3	mcq
18181	634080	10490	9	3	157147	juṣ	VERB	Pres.Imp.3.Plur.NonPass		juṣantāṃ	juṣantām	1226	te mā ___ payasā ghṛtena yathā krītvā dhanam āharāṇi	te mā juṣantāṃ payasā ghṛtena yathā krītvā dhanam āharāṇi	juṣasva|juṣatām|juṣanta	3	mcq
20968	636735	11542	7	1	157147	juṣ	VERB	Pres.Imp.2.Sing.NonPass		juṣasva	juṣasva	1226	___ havyam āhutaṃ prajāṃ devi rarāsva naḥ	juṣasva havyam āhutaṃ prajāṃ devi rarāsva naḥ	juṣantām|juṣatām|juṣanta	3	mcq
35567	556245	8849	7	3	1297	kathā	NOUN	Ins.Sing		kathayā	kathayā	1226	alaṃ trivarga ___ yogasya kathayā api alam	alaṃ trivarga kathayā yogasya kathayā api alam	kathām|kathā|kathāḥ	3	mcq
241	589999	9741	6	1	10561	anila	NOUN	Nom.Sing		anilo	anilaḥ	1221	___ yaśodhara ākhyaḥ kṛtārtho 'tha jineśvaraḥ	anilo yaśodhara ākhyaḥ kṛtārtho 'tha jineśvaraḥ	anilam|anilena|anile	3	mcq
35618	26622	276	8	8	10561	anila	NOUN	Nom.Sing		'nilaḥ	anilaḥ	1221	tatra rūkṣo laghuḥ śītaḥ kharaḥ sūkṣmaś calo ___	tatra rūkṣo laghuḥ śītaḥ kharaḥ sūkṣmaś calo 'nilaḥ	anilam|anilena|anile	3	mcq
35775	26779	277	6	6	10561	anila	NOUN	Acc.Plur		anilān	anilān	1221	purovāta ātapa rajaḥ tuṣāra paruṣa ___	purovāta ātapa rajaḥ tuṣāra paruṣa anilān	anilaḥ|anilam|anilena	3	mcq
878	506097	7429	6	2	163182	prāh	VERB	Past.Ind.3.Plur.NonPass		prāhus	prāhuḥ	1220	tataḥ ___ trasareṇu tatra ṣaḍbhir sarṣapaḥ	tataḥ prāhus trasareṇu tatra ṣaḍbhir sarṣapaḥ	prāha|prāhatuḥ	2	mcq
906	506125	7429	7	3	163182	prāh	VERB	Past.Ind.3.Plur.NonPass		prāhuḥ	prāhuḥ	1220	kecid dvādaśabhiḥ ___ palair loha mṛd aśmanām	kecid dvādaśabhiḥ prāhuḥ palair loha mṛd aśmanām	prāha|prāhatuḥ	2	mcq
1747	484146	7678	7	3	163182	prāh	VERB	Past.Ind.3.Sing.NonPass		prāha	prāha	1220	tac chrutvā ___ sampātir vihāya kapi bhakṣaṇam	tac chrutvā prāha sampātir vihāya kapi bhakṣaṇam	prāhuḥ|prāhatuḥ	2	mcq
1737	484136	7678	6	2	76691	vānara	NOUN	Nom.Plur		vānarāḥ	vānarāḥ	1208	ānītā ___ sarve sītāyāś ca gaveṣaṇe	ānītā vānarāḥ sarve sītāyāś ca gaveṣaṇe	vānaraḥ|vānaraiḥ|vānarān	3	mcq
1740	484139	7678	8	3	76691	vānara	NOUN	Nom.Plur		vānarāḥ	vānarāḥ	1208	iti uktāḥ ___ pūrva paścima uttara mārga gāḥ	iti uktāḥ vānarāḥ pūrva paścima uttara mārga gāḥ	vānaraḥ|vānaraiḥ|vānarān	3	mcq
1818	484217	7680	8	1	76691	vānara	NOUN	Ins.Plur		vānaraiḥ	vānaraiḥ	1208	___ sa suvela sthaḥ saha laṅkāṃ dadarśa vai	vānaraiḥ sa suvela sthaḥ saha laṅkāṃ dadarśa vai	vānarāḥ|vānaraḥ|vānarān	3	mcq
12917	687743	14438	4	4	164616	vyākhyā	VERB	Fut.Ind.1.Plur.NonPass		vyākhyāsyāmaḥ	vyākhyāsyāmaḥ	1208	atha atas saumikāni ___	atha atas saumikāni vyākhyāsyāmaḥ	vyākhyāyate|vyākhyāsyāmi|vyākhyāsyati	3	mcq
51624	518600_1	7479	4	4	164616	vyākhyā	VERB	Fut.Ind.1.Plur.NonPass		vyākhyāsyāmaḥ	vyākhyāsyāmaḥ	1208	yāni dakṣiṇatas tāni ___	yāni dakṣiṇatas tāni vyākhyāsyāmaḥ	vyākhyāyate|vyākhyāsyāmi|vyākhyāsyati	3	mcq
62484	89725	8971	7	3	164616	vyākhyā	VERB	Fut.Ind.1.Sing.NonPass		vyākhyāsye	vyākhyāsye	1208	yathā purastāt ___ pādmaṃ kalpam atho śṛṇu	yathā purastāt vyākhyāsye pādmaṃ kalpam atho śṛṇu	vyākhyāsyāmaḥ|vyākhyāyate|vyākhyāsyati	3	mcq
2196	484595	7689	4	1	157916	sthāpay	VERB	Fut.Ind.3.Sing.NonPass		sthāpayiṣyati	sthāpayiṣyati	1205	___ maryādāṃ cāturvarṇye yathocitām	sthāpayiṣyati maryādāṃ cāturvarṇye yathocitām	sthāpayet|sthāpayāmāsa|sthāpayati	3	mcq
19195	635029	10647	8	2	157916	sthāpay	VERB	Pres.Imp.2.Plur.NonPass		sthāpayata	sthāpayata	1205	ā ___ mātaraṃ jigatnum ata invata karvarāṇi bhūri	ā sthāpayata mātaraṃ jigatnum ata invata karvarāṇi bhūri	sthāpayet|sthāpayāmāsa|sthāpayati	3	mcq
50042	41245	1193	6	5	157916	sthāpay	VERB	Pres.Opt.3.Sing.NonPass		sthāpayed	sthāpayet	1205	taruṇa palāśa kṣāra dravīkṛtam ___ bhāṇḍe	taruṇa palāśa kṣāra dravīkṛtam sthāpayed bhāṇḍe	sthāpayāmāsa|sthāpayati|sthāpayanti	3	mcq
1110	506329	7430	8	3	37215	mala	NOUN	Nom.Sing		malaḥ	malaḥ	1203	nāga vaṅga ___ vahniś cāñcalyaṃ ca viṣaṃ giriḥ	nāga vaṅga malaḥ vahniś cāñcalyaṃ ca viṣaṃ giriḥ	malam|malāḥ|malaiḥ	3	mcq
1302	18147	57	8	1	37215	mala	NOUN	Nom.Sing		malaṃ	malam	1203	___ bindur yavo rekhā veṣagyam kāka pāda vat	malaṃ bindur yavo rekhā veṣagyam kāka pāda vat	malāḥ|malaiḥ|malena	3	mcq
9150	76308	491	7	2	37215	mala	NOUN	Nom.Sing		malam	malam	1203	nāsā ___ tu siṃghāṇaṃ piñjūṣaṃ karṇayoḥ malam	nāsā malam tu siṃghāṇaṃ piñjūṣaṃ karṇayoḥ malam	malāḥ|malaiḥ|malena	3	mcq
1664	484063	7675	7	1	157500	vraj	VERB	Pres.Ind.1.Sing.NonPass		vrajāmi	vrajāmi	1202	___ rāmam ānetum rāmo rājā mato balī	vrajāmi rāmam ānetum rāmo rājā mato balī	vrajet|vraja|vrajati	3	mcq
41308	32509	4191	8	1	157500	vraj	VERB	Pres.Ind.3.Sing.NonPass		vrajati	vrajati	1202	___ āśu jarāṃ sneho bhukte ca ānahyate naraḥ	vrajati āśu jarāṃ sneho bhukte ca ānahyate naraḥ	vrajet|vraja|vrajanti	3	mcq
44376	35577	4516	8	2	157500	vraj	VERB	Pres.Ind.3.Sing.NonPass		vrajati	vrajati	1202	tathā ___ agada tām śarīra antaram eva vā	tathā vrajati agada tām śarīra antaram eva vā	vrajet|vraja|vrajanti	3	mcq
103	479374	7034	8	1	89392	jīvita	NOUN	Nom.Sing		jīvitaṃ	jīvitam	1198	___ vedanāḥ pañca śraddhā ādyāḥ ca indriyam matāḥ	jīvitaṃ vedanāḥ pañca śraddhā ādyāḥ ca indriyam matāḥ	jīvite|jīvitena|jīvitāt	3	mcq
115	479386	7034	7	2	89392	jīvita	NOUN	Nom.Sing		jīvitaṃ	jīvitam	1198	rūpīṇi ___ duḥkhe sa āsravāṇi dvidhā nava	rūpīṇi jīvitaṃ duḥkhe sa āsravāṇi dvidhā nava	jīvite|jīvitena|jīvitāt	3	mcq
136	479407	7034	7	7	89392	jīvita	NOUN	Ins.Plur		jīvitaiḥ	jīvitaiḥ	1198	sarva alpaiḥ 'ṣṭābhir vid manas kāya ___	sarva alpaiḥ 'ṣṭābhir vid manas kāya jīvitaiḥ	jīvitam|jīvite|jīvitena	3	mcq
7850	556389_1	8857	8	4	24502	kumāra	NOUN	Acc.Sing		kumāram	kumāram	1197	saḥ agre eva ___ janmanaḥ agre _ bhāvayati	saḥ agre eva kumāram janmanaḥ agre _ bhāvayati	kumāraḥ|kumārasya|kumārāḥ	3	mcq
14031	646965_1	13171	12	2	24502	kumāra	NOUN	Nom.Sing		kumāraḥ	kumāraḥ	1197	yathā ___ taruṇaḥ mātaram pratinandati eva asmān prati nandatu yām vayam kāmayāmahe	yathā kumāraḥ taruṇaḥ mātaram pratinandati eva asmān prati nandatu yām vayam kāmayāmahe	kumāram|kumārasya|kumārāḥ	3	mcq
14951	647824	15465	7	1	24502	kumāra	NOUN	Nom.Sing		kumāra	kumāraḥ	1197	___ ulbam ā śayāṃ tvaṣṭrā kﾱpto yathāparu	kumāra ulbam ā śayāṃ tvaṣṭrā kﾱpto yathāparu	kumāram|kumārasya|kumārāḥ	3	mcq
28410	43017	1271	6	1	162979	prayuj	VERB	Pres.Opt.3.Sing.NonPass		prayuñjīta	prayuñjīta	1196	___ bhiṣak prājño yathā uddiṣṭeṣu karmasu	prayuñjīta bhiṣak prājño yathā uddiṣṭeṣu karmasu	prayujyate|prayuṅkte|prayunakti	3	mcq
36766	27775	1162	8	1	162979	prayuj	VERB	Pres.Opt.3.Sing.NonPass		prayuñjīta	prayuñjīta	1196	___ āhāram vidhi niyamitam kālaḥ sa hi mataḥ	prayuñjīta āhāram vidhi niyamitam kālaḥ sa hi mataḥ	prayujyate|prayuṅkte|prayunakti	3	mcq
42649	33850	4236	5	2	162979	prayuj	VERB	Pres.Opt.3.Sing.NonPass		prayuñjīta	prayuñjīta	1196	yathāyathaṃ ___ kṛta pānātyaya auṣadhaḥ	yathāyathaṃ prayuñjīta kṛta pānātyaya auṣadhaḥ	prayujyate|prayuṅkte|prayunakti	3	mcq
24120	639771	11938	8	1	131915	śilā	NOUN	Nom.Sing		śilā	śilā	1194	___ bhūmir aśmā pāṃsuḥ sā bhūmiḥ saṃdhṛtā dhṛtā	śilā bhūmir aśmā pāṃsuḥ sā bhūmiḥ saṃdhṛtā dhṛtā	śilām|śilayā|śilāyām	3	mcq
88881	331759	4513	6	4	131915	śilā	NOUN	Ins.Sing		śilayā	śilayā	1194	svāṅgaśītaṃ punaḥ piṣṭvā ___ kāñjikena ca	svāṅgaśītaṃ punaḥ piṣṭvā śilayā kāñjikena ca	śilā|śilām|śilāyām	3	mcq
93036	479138	6967	10	3	131915	śilā	NOUN	Acc.Plur		śilāḥ	śilāḥ	1194	kecid samudyamya ___ tarūn ca viṣehire na eva munau vimoktum	kecid samudyamya śilāḥ tarūn ca viṣehire na eva munau vimoktum	śilā|śilām|śilayā	3	mcq
88507	331385	4558	7	5	130058	gandhaka	NOUN	Nom.Sing		gandhakaḥ	gandhakaḥ	1190	prasṛtaṃ yat rajas tasmāt ___ samabhūt tatas	prasṛtaṃ yat rajas tasmāt gandhakaḥ samabhūt tatas	gandhakam|gandhakasya|gandhakena	3	mcq
88508	331386	4558	7	1	130058	gandhaka	NOUN	Nom.Sing		gandhako	gandhakaḥ	1190	___ gandhikaḥ ca api gandhapāṣāṇa iti api	gandhako gandhikaḥ ca api gandhapāṣāṇa iti api	gandhakam|gandhakasya|gandhakena	3	mcq
88510	331388	4558	7	2	130058	gandhaka	NOUN	Nom.Sing		gandhakaḥ	gandhakaḥ	1190	caturdhā ___ prokto raktaḥ pītaḥ sitaḥ asitaḥ	caturdhā gandhakaḥ prokto raktaḥ pītaḥ sitaḥ asitaḥ	gandhakam|gandhakasya|gandhakena	3	mcq
10571	464597	7337	5	1	92905	pāna	NOUN	Nom.Sing		pānaṃ	pānam	1188	___ pānīyaṃ ca auṣadhena vyākhyātam	pānaṃ pānīyaṃ ca auṣadhena vyākhyātam	pāne|pānāt|pānena	3	mcq
35925	26929	308	9	2	92905	pāna	NOUN	Nom.Sing		pānam	pānam	1188	anna ___ ca viṣ bhedi viṣ rodha uttheṣu yakṣmasu	anna pānam ca viṣ bhedi viṣ rodha uttheṣu yakṣmasu	pāne|pānāt|pānena	3	mcq
35926	26930	308	9	4	92905	pāna	NOUN	Loc.Sing		pāne	pāne	1188	mūtra jeṣu tu ___ ca prāc bhaktam śasyate ghṛtam	mūtra jeṣu tu pāne ca prāc bhaktam śasyate ghṛtam	pānam|pānāt|pānena	3	mcq
960	506179	7429	7	1	83600	toya	NOUN	Nom.Sing		toyaṃ	toyam	1187	___ bindu catuṣṭayam nayanayoḥ ṣaṣ bindavaḥ nāsikā	toyaṃ bindu catuṣṭayam nayanayoḥ ṣaṣ bindavaḥ nāsikā	toyena|toye|toyaiḥ	3	mcq
1009	506228	7429	5	2	83600	toya	NOUN	Loc.Sing		toye	toye	1187	aṣṭādaśaguṇe ___ yūṣaḥ śārṅgadhara īritam	aṣṭādaśaguṇe toye yūṣaḥ śārṅgadhara īritam	toyena|toyam|toyaiḥ	3	mcq
1012	506231	7429	6	4	83600	toya	NOUN	Nom.Sing		toyaṃ	toyam	1187	kvāthyamānaṃ tu yat ___ niṣphenaṃ nirmalīkṛtam	kvāthyamānaṃ tu yat toyaṃ niṣphenaṃ nirmalīkṛtam	toyena|toye|toyaiḥ	3	mcq
7988	75146	488	6	1	108524	haya	NOUN	Nom.Sing		haya	hayaḥ	1185	___ uccaiḥśravāḥ sūto mātaliḥ nandanam vanam	haya uccaiḥśravāḥ sūto mātaliḥ nandanam vanam	hayān|hayāḥ|hayaiḥ	3	mcq
9509	76667	491	6	6	108524	haya	NOUN	Nom.Plur		hayāḥ	hayāḥ	1185	vanāyu jāḥ pārasīkāḥ kāmbojāḥ bāhlikā ___	vanāyu jāḥ pārasīkāḥ kāmbojāḥ bāhlikā hayāḥ	hayān|hayaiḥ|hayaḥ	3	mcq
51228	43975	114	8	1	108524	haya	NOUN	Nom.Sing		hayo	hayaḥ	1185	___ 'śvas turago vājī saptir vāhas tu bāḍavaḥ	hayo 'śvas turago vājī saptir vāhas tu bāḍavaḥ	hayān|hayāḥ|hayaiḥ	3	mcq
581	590339	9744	6	1	129389	gadā	NOUN	Nom.Sing		gadā	gadā	1184	___ kaumodakī cāpaṃ śārṅgaṃ cakraṃ sudarśanaḥ	gadā kaumodakī cāpaṃ śārṅgaṃ cakraṃ sudarśanaḥ	gadām|gadayā|gadābhiḥ	3	mcq
1702	484101	7676	6	1	71090	rāvaṇa	NOUN	Abl.Sing		rāvaṇāt	rāvaṇāt	1184	___ api martavyaṃ martavyaṃ rāghavāt api	rāvaṇāt api martavyaṃ martavyaṃ rāghavāt api	rāvaṇaḥ|rāvaṇam|rāvaṇasya	3	mcq
1708	484107	7676	7	1	71090	rāvaṇa	NOUN	Nom.Sing		rāvaṇo	rāvaṇaḥ	1184	___ api aharat sītāṃ hatvā gṛdhraṃ jaṭāyuṣaṃ	rāvaṇo api aharat sītāṃ hatvā gṛdhraṃ jaṭāyuṣaṃ	rāvaṇam|rāvaṇasya|rāvaṇena	3	mcq
1767	484166	7680	9	1	71090	rāvaṇa	NOUN	Acc.Sing		rāvaṇaṃ	rāvaṇam	1184	___ śiṃśapā sthaḥ 'tha na iti sītāṃ tu vādinīṃ	rāvaṇaṃ śiṃśapā sthaḥ 'tha na iti sītāṃ tu vādinīṃ	rāvaṇaḥ|rāvaṇasya|rāvaṇena	3	mcq
2129	484528	7687	7	1	129389	gadā	NOUN	Ins.Sing		gadayā	gadayā	1184	___ praharantaṃ tu bhīmaḥ tam tu vyapātayat	gadayā praharantaṃ tu bhīmaḥ tam tu vyapātayat	gadām|gadā|gadābhiḥ	3	mcq
2130	484529	7687	4	1	129389	gadā	NOUN	Ins.Sing		gadayā	gadayā	1184	___ anya anujān tasya	gadayā anya anujān tasya	gadām|gadā|gadābhiḥ	3	mcq
11645	465696	11760	12	4	159999	āsāday	VERB	Pres.Opt.3.Sing.Pass		āsādyeta	āsādyeta	1183	tat ced niveditam ___ rūpa abhigṛhītam āgamaṃ pṛcchet kutas te labdham iti	tat ced niveditam āsādyeta rūpa abhigṛhītam āgamaṃ pṛcchet kutas te labdham iti	āsādayati|āsādaya|āsādayet	3	mcq
53702	520661	15319	7	3	159999	āsāday	VERB	Pres.Ind.3.Plur.NonPass		āsādayanty	āsādayanti	1183	tat tad ___ āśu saṃśuddhā ṛju karmabhiḥ	tat tad āsādayanty āśu saṃśuddhā ṛju karmabhiḥ	āsādayati|āsādaya|āsādayet	3	mcq
55554	669544_1	12794	11	5	159999	āsāday	VERB	Pres.Ind.3.Sing.NonPass		āsādayati	āsādayati	1183	atha enā samparigṛhya antarvedi ___ bhūḥ bhuvar svar iti etābhiḥ vyāhṛtibhiḥ	atha enā samparigṛhya antarvedi āsādayati bhūḥ bhuvar svar iti etābhiḥ vyāhṛtibhiḥ	āsādaya|āsādayet|āsādayāmāsa	3	mcq
1127	506346	7430	8	4	61822	ākāra	NOUN	Nom.Sing		ākārā	ākārā	1182	śveta aṅkoṭha jaṭā ___ sūto mardyo dina trayam	śveta aṅkoṭha jaṭā ākārā sūto mardyo dina trayam	ākāram|ākāraiḥ|ākārāḥ	3	mcq
1321	18166	57	8	5	61822	ākāra	NOUN	Nom.Sing		ākāram	ākāram	1182	tad eva cet pīta ___ strīvajraṃ vartulāya ca	tad eva cet pīta ākāram strīvajraṃ vartulāya ca	ākāraiḥ|ākārāḥ|ākārām	3	mcq
9829	67907	292	8	4	61822	ākāra	NOUN	Nom.Sing		ākārā	ākārā	1182	ūrṇā tantu nibha ___ gatā sā nābhi maṇḍalam	ūrṇā tantu nibha ākārā gatā sā nābhi maṇḍalam	ākāram|ākāraiḥ|ākārāḥ	3	mcq
2297	484696	7692	5	2	160140	utpad	VERB	Fut.Ind.3.Sing.NonPass		utpatsyate	utpatsyate	1180	asyām ___ dakṣaḥ prajāḥ saṃvardhayiṣyati	asyām utpatsyate dakṣaḥ prajāḥ saṃvardhayiṣyati	utpadyate|utpadyante|utpatsyante	3	mcq
10869	464896	7290	9	4	160140	utpad	VERB	Pres.Ind.3.Sing.NonPass		utpadyate	utpadyate	1180	yo yad yad ___ tat tad bhakṣayati sa tādātvikaḥ	yo yad yad utpadyate tat tad bhakṣayati sa tādātvikaḥ	utpadyante|utpatsyante|udapādi	3	mcq
46851	38054	4602	7	1	97210	tāmra	NOUN	Loc.Sing		tāmre	tāmre	1180	___ daśa aham paramaṃ pakṣmaśāte tad añjanam	tāmre daśa aham paramaṃ pakṣmaśāte tad añjanam	tāmram|tāmrasya|tāmreṇa	3	mcq
46970	38173	4616	7	5	97210	tāmra	NOUN	Ins.Plur		tāmraiḥ	tāmraiḥ	1180	saindhava ārdraka kāsīsa loha ___ su cūrṇitaiḥ	saindhava ārdraka kāsīsa loha tāmraiḥ su cūrṇitaiḥ	tāmram|tāmrasya|tāmre	3	mcq
47030	38233	4616	7	1	97210	tāmra	NOUN	Nom.Sing		tāmraṃ	tāmram	1180	___ ca vartir mūtreṇa sarva śukraka nāśinī	tāmraṃ ca vartir mūtreṇa sarva śukraka nāśinī	tāmrasya|tāmre|tāmreṇa	3	mcq
54573	436853	15845	8	3	160140	utpad	VERB	Pres.Ind.3.Sing.NonPass		utpadyate	utpadyate	1180	na ced ___ ca annam adbhir enān samāpayet	na ced utpadyate ca annam adbhir enān samāpayet	utpadyante|utpatsyante|udapādi	3	mcq
3462	749390	15217	7	2	159806	ānī	VERB	Impf.Ind.3.Sing.NonPass		ānayat	ānayat	1178	ya ___ parāvata iti tisra uttamā uddharati	ya ānayat parāvata iti tisra uttamā uddharati	ānaya|ānayati|ānayet	3	mcq
38290	29488	3875	9	4	159806	ānī	VERB	Pres.Opt.3.Sing.NonPass		ānayet	ānayet	1178	taiḥ eva ca ___ mārgam amārga uttuṇḍitam tu yat	taiḥ eva ca ānayet mārgam amārga uttuṇḍitam tu yat	ānaya|ānayati|ānayat	3	mcq
38298	29496	3875	6	1	159806	ānī	VERB	Pres.Opt.3.Sing.NonPass		ānayet	ānayet	1178	___ jātuṣam kaṇṭhāt jatu digdhām ajātuṣam	ānayet jātuṣam kaṇṭhāt jatu digdhām ajātuṣam	ānaya|ānayati|ānayat	3	mcq
1338	18184	57	8	4	67508	vaṃśa	NOUN	Loc.Sing		vaṃśe	vaṃśe	1168	hari śvetam tathā ___ pīta śvetam ca śūkare	hari śvetam tathā vaṃśe pīta śvetam ca śūkare	vaṃśaḥ|vaṃśam|vaṃśasya	3	mcq
1598	483997	7675	6	2	67508	vaṃśa	NOUN	Nom.Sing		vaṃśaḥ	vaṃśaḥ	1168	rāja ___ tu kaikeyi bharatāt parihāsyate	rāja vaṃśaḥ tu kaikeyi bharatāt parihāsyate	vaṃśam|vaṃśe|vaṃśasya	3	mcq
2038	484437	7686	7	2	67508	vaṃśa	NOUN	Loc.Sing		vaṃśe	vaṃśe	1168	tad ___ śāṃtanuḥ tasmāt bhīṣmaḥ gaṅgāsuto 'nujau	tad vaṃśe śāṃtanuḥ tasmāt bhīṣmaḥ gaṅgāsuto 'nujau	vaṃśaḥ|vaṃśam|vaṃśasya	3	mcq
12713	687539	14395	9	5	1752	kapāla	NOUN	Acc.Sing		kapālam	kapālam	1168	āgneyam aṣṭākapālam aindram ekādaśa ___ āsādya havīṃṣi prāyaścittīr juhuyāt	āgneyam aṣṭākapālam aindram ekādaśa kapālam āsādya havīṃṣi prāyaścittīr juhuyāt	kapālaḥ|kapāle|kapālāni	3	mcq
12753	687579	11884	5	1	1752	kapāla	NOUN	Loc.Sing		kapāle	kapāle	1168	___ naṣṭa eka hāyanam dadyāt	kapāle naṣṭa eka hāyanam dadyāt	kapālam|kapālaḥ|kapālāni	3	mcq
12881	687707	14422	11	3	1752	kapāla	NOUN	Acc.Sing		kapālam	kapālam	1168	mārutaṃ trayodaśa ___ puroḍāśaṃ nirvaped yasya yamau putrau jāyeyātāṃ gāvo vā	mārutaṃ trayodaśa kapālam puroḍāśaṃ nirvaped yasya yamau putrau jāyeyātāṃ gāvo vā	kapālaḥ|kapāle|kapālāni	3	mcq
1227	555602	8248	11	3	16582	sattva	NOUN	Nom.Plur		sattvāś	sattvāḥ	1165	te ca ___ ca no jātā ye nirvānti na te sphuṭam	te ca sattvāś ca no jātā ye nirvānti na te sphuṭam	sattvānām|sattvaḥ|sattvān	3	mcq
1297	18142	57	8	3	16582	sattva	NOUN	Gen.Plur		sattvānām	sattvānām	1165	uttamaṃ sarva ___ yathā śakras tathā eva saḥ	uttamaṃ sarva sattvānām yathā śakras tathā eva saḥ	sattvāḥ|sattvaḥ|sattvān	3	mcq
26605	641948	10654	6	3	16582	sattva	NOUN	Gen.Plur		sattvānāṃ	sattvānām	1165	tena teṣāṃ ___ kāraṇā viśeṣāḥ pratiprasrabhyante	tena teṣāṃ sattvānāṃ kāraṇā viśeṣāḥ pratiprasrabhyante	sattvāḥ|sattvaḥ|sattvān	3	mcq
9795	67873	292	6	3	41184	śleṣman	NOUN	Nom.Plur		śleṣmāṇaḥ	śleṣmāṇaḥ	1164	vāta pitta ___ iti prakṛti trayam	vāta pitta śleṣmāṇaḥ iti prakṛti trayam	śleṣmā|śleṣmaṇā|śleṣmāṇam	3	mcq
17799	633731	11134	7	6	157938	bhaj	VERB	Past.Ind.1.Sing.NonPass	s	abhakṣi	abhakṣi	1164	ugrā hi kaṇva jambhanī tām ___ sahasvatīm	ugrā hi kaṇva jambhanī tām abhakṣi sahasvatīm	bhajet|bhajate|bheje	3	mcq
18000	633908_2	10475	6	5	157938	bhaj	VERB	Pres.Imp.2.Sing.NonPass		bhaja	bhaja	1164	tatas naḥ ugraḥ vi ___ vasūni	tatas naḥ ugraḥ vi bhaja vasūni	bhajet|bhajate|bheje	3	mcq
18840	634696_1	10546	6	3	157938	bhaj	VERB	Pres.Imp.2.Sing.NonPass		bhaja	bhaja	1164	ā imam ___ grāme aśveṣu goṣu	ā imam bhaja grāme aśveṣu goṣu	bhajet|bhajate|bheje	3	mcq
36916	27926	1220	6	1	41184	śleṣman	NOUN	Nom.Sing		śleṣmā	śleṣmā	1164	___ sthiratva snigdhatva saṃdhibandha kṣamā ādibhiḥ	śleṣmā sthiratva snigdhatva saṃdhibandha kṣamā ādibhiḥ	śleṣmaṇā|śleṣmāṇam|śleṣmaṇaḥ	3	mcq
36962	27972	1220	7	1	41184	śleṣman	NOUN	Nom.Sing		śleṣmā	śleṣmā	1164	___ śeṣeṣu tena eṣām āśraya āśrayiṇām mithaḥ	śleṣmā śeṣeṣu tena eṣām āśraya āśrayiṇām mithaḥ	śleṣmaṇā|śleṣmāṇam|śleṣmaṇaḥ	3	mcq
64989	92235	968	8	1	157380	dhyā	VERB	Pres.Opt.3.Sing.NonPass		dhyāyed	dhyāyet	1164	___ devaṃ samagra aṅgam yāvan na cyavate manaḥ	dhyāyed devaṃ samagra aṅgam yāvan na cyavate manaḥ	dhyāyati|dadhyau|dhyāyanti	3	mcq
64991	92237	968	6	3	157380	dhyā	VERB	Pres.Opt.3.Sing.NonPass		dhyāyec	dhyāyet	1164	prekṣaṇīya īhitam ___ śuddha bhāvena cetasā	prekṣaṇīya īhitam dhyāyec śuddha bhāvena cetasā	dhyāyati|dadhyau|dhyāyanti	3	mcq
66912	94204	8989	7	2	157380	dhyā	VERB	Past.Ind.3.Sing.NonPass		dadhyau	dadhyau	1164	dīrghaṃ ___ kuru śreṣṭha nimittaṃ so 'nvapadyata	dīrghaṃ dadhyau kuru śreṣṭha nimittaṃ so 'nvapadyata	dhyāyet|dhyāyati|dhyāyanti	3	mcq
17970	633884	10473	8	3	157579	dham	VERB	Pres.Imp.3.Sing.NonPass		dhamatv	dhamatu	1162	vi vo ___ okasaḥ pra vo dhamatu sarvataḥ	vi vo dhamatv okasaḥ pra vo dhamatu sarvataḥ	dhamet|dadhmuḥ|dadhmau	3	mcq
23076	638736	11575	9	3	158655	dīp	VERB	Pres.Ind.3.Sing.NonPass		dīpyata	dīpyate	1162	kva prepsan ___ ūrdhvo agniḥ kva prepsan pavate mātariśvā	kva prepsan dīpyata ūrdhvo agniḥ kva prepsan pavate mātariśvā	dīpyante|dīpyeta|didīpe	3	mcq
60914	88067	8953	7	1	157579	dham	VERB	Past.Ind.3.Sing.NonPass		dadhmau	dadhmau	1162	___ dara varam teṣāṃ viṣādaṃ śamayann iva	dadhmau dara varam teṣāṃ viṣādaṃ śamayann iva	dhamet|dadhmuḥ|dadhmatuḥ	3	mcq
66409	93701	8982	8	1	157579	dham	VERB	Past.Ind.3.Sing.NonPass		dadhmau	dadhmau	1162	___ śaṅkhaṃ bṛhat bāhuḥ khaṃ diśaḥ ca anunādayan	dadhmau śaṅkhaṃ bṛhat bāhuḥ khaṃ diśaḥ ca anunādayan	dhamet|dadhmuḥ|dadhmatuḥ	3	mcq
94245	569564_1	9117	5	1	158655	dīp	VERB	Pres.Ind.3.Sing.NonPass		dīpyate	dīpyate	1162	___ iva hi deva lokaḥ	dīpyate iva hi deva lokaḥ	dīpyante|dīpyeta|didīpe	3	mcq
18302	634192	10497	6	6	157809	śam	VERB	Past.Ind.1.Sing.NonPass	red	aśīśamam	aśīśamam	1159	atho yo viśvadāvyas taṃ kravyādam ___	atho yo viśvadāvyas taṃ kravyādam aśīśamam	śāmyati|śāmyanti|śāmyet	3	mcq
26498	708955	17580	6	1	157809	śam	VERB	Pres.Ind.3.Plur.NonPass		śāmyanti	śāmyanti	1159	___ yena sarvāṇi nirvapet pāyasaṃ carum	śāmyanti yena sarvāṇi nirvapet pāyasaṃ carum	śāmyati|śāmyet|śāmyatu	3	mcq
