key	verdict	locus	note
HK-168	SILENT	—	Склонение корневых имён на ‑ar не разбирается; dvār‑ лишь в словнике (L476); искал dvār, корневое склонение ‑ar.
HK-169	AGREE	раздел «Морфонология» (L52; L70)	Ряд R₂: слабая ступень «īr, ūr» перед согласной, «в рядах R: ṛ, īr, ūr → r, ir, ur» перед гласной — gīr/gir‑; GAR — корень долготного ряда.
HK-170	SILENT	—	О корневых именах на ‑h как втором члене сложного слова ничего; искал корневые ‑h, второй член сложного слова.
HK-171	SILENT	—	Параллельные пары в словнике есть (dvār‑/dvāra‑, pur‑/pura‑, mās‑/māsa‑), но обобщение и продуктивность типа на ‑a не сформулированы.
HK-172	AGREE	раздел «Словообразование» (L421)	«от прочих основ --- + ‑ī‑» (balinī, mahatī); оговорка: у основ на i, as и корневых f совпадает с m.
HK-173	AGREE	раздел «Словообразование» (L421; L301)	«mahatī‑ 'большая' (от ... mahant‑)» — слабая ступень; перф. прич. f «‑uṣī‑»; правило явно не сформулировано, примеры однозначны.
HK-174	DISAGREE	раздел «Спряжение» (L298–301)	Тематические f «‑ntī» совпадают, но для атематических источник даёт «f ‑atī» — слабую основу (kurvatī), а не сильную (kurvantī): квантор «всех атематических» противоречит.
HK-175	SILENT	—	Тематические причастия f даны единообразно как «‑ntī» (L301); вариативность 6 класса (likhatī/likhantī) не обсуждается.
HK-176	AGREE	раздел «Словообразование» (L421)	«У основ на i, as, корневых ... жен. род совпадает с мужским» — корневые консонантные (типа suhṛd) одинаковы для m и f.
HK-177	SILENT	—	Порядковые числительные не рассматриваются вовсе; ‑tama — лишь суффикс превосходной степени (L430); искал порядковые, viṁçatitama.
HK-178	SILENT	—	Составные числительные (dvāviṁçati и т.п.) не рассматриваются — только простые и десятки (L249–253); искал dvā‑, trayas‑ в числительных.
HK-179	SILENT	—	bahuvrīhi определён лишь семантически, через русские аналогии («длинноногий», L436); структурная база (karmadhāraya) не описана.
HK-180	SILENT	—	Правила оформления основы bahuvrīhi (‑ā → a, наращение ‑a‑ у согласных основ) отсутствуют; искал bahuvrīhi (L436, L440).
HK-181	SILENT	—	О длине сложных слов лишь про веды: «Мало сложных слов (и почти нет трехчастных или более)» (L489); характеристика эпоса не дана.
HK-182	SILENT	—	dvandva — лишь семантическая аналогия «хлеб-соль, отец-мать» (L436); двойственное число последнего члена и samāhāra на ‑am не описаны.
HK-183	SILENT	—	Порядок членов сложного слова (гласные/краткие основы вперёд) не обсуждается; искал по разделу о сложных словах (L436–440).
HK-184	SILENT	—	Акцентные сведения — только ведийская нотация и фразовое ударение (L553–623); ударение типов сложных слов не дано.
HK-185	SILENT	—	Изменения основ в конце сложного слова (‑i, ‑in, ‑an → ‑a) не описаны; L438 — только о непоследних членах; искал ‑rātra, конечный член.
HK-186	SILENT	—	Корневые вторые члены с наращением t (‑jit, ‑kṛt) не упомянуты; искал jit, kṛt.
HK-187	AGREE	раздел «Словообразование» (L438)	«конечные ‑i‑, ‑ar‑, ‑an‑, ‑in‑ ... представлены как ‑i‑, ‑ṛ‑, ‑a‑, ‑i‑» — ‑an и ‑in теряют носовой в непоследних членах.
HK-188	AGREE	раздел «Словообразование» (L438)	«в той же огласовке, что в Ipl»: ‑ar‑ → ‑ṛ‑, ‑ant‑ → ‑at‑ (слабая ступень); ‑añc в перечне отсутствует.
HK-189	SILENT	—	dvandva терминов родства с N.sg первого члена (mātāpitarau) не упомянуты; искал mātāpit, dvandva.
HK-190	SILENT	—	Синтаксис деепричастных и абсолютных оборотов отсутствует (деепричастие — только образование, L399); искал absolutus, оборот.
HK-191	SILENT	—	locativus absolutus не упомянут; искал absolutus, придаточное времени.
HK-192	SILENT	—	genetivus absolutus не упомянут; api — лишь частица «также, даже» (L460); искал absolutus, api при уступке.
HK-193	AGREE	раздел «Словообразование» (L413)	«Каузатив: v/g‑aya‑ --- bodhayati 'будит'» — √ + aya; ступень v/g: guṇa у прочих корней, vṛddhi у открытых и на a+C (см. HK-194).
HK-194	AGREE	раздел «Словообразование» (L413; L363)	v/g: «у открытых корней и у оканчивающихся на а + С --- vṛddhi»; примеры «kārayati», «vācayati» (vac → vāc).
HK-195	DISAGREE	раздел «Словообразование» (L413)	«Каузатив : v/g‑aya‑» (ср. «vācayati»); v/g для корней на a+C = vṛddhi (L363); guṇa‑класс gam/jan/tvar не выделен — лишь «и некоторые др.»
HK-196	AGREE	раздел «Словообразование» (L413)	«После корней на ā вставляется p, напр. sthāpayati»; про ‑e/‑ai/‑au отдельно нет (такие корни у него лемматизированы на ā)
HK-197	AGREE	раздел «Словообразование» (L413)	«перед ‑ta‑, ‑ya‑, ‑ana‑ элемент ‑aya‑ отбрасывается»; пример «прич. bodhita» — ступень основы сохранена
HK-198	SILENT	—	искал: каузатив (L413), винительный/падеж агенса — синтаксис каузативных конструкций не трактуется
HK-199	SILENT	—	искал: каузатив, творительный при каузативе — синтаксиса каузатива нет
HK-200	DISAGREE	раздел «Словообразование» (L419)	«Деноминатив : именная основа (минус ‑a‑) + ‑aya‑» — суффикс ‑aya‑, а не ‑yá; тип на ‑ya не упомянут
HK-201	SILENT	—	искал: деноминатив (L419), спряжение/залоги — только пример mṛgayate, о парадигме и залогах ничего
HK-202	AGREE	раздел «Словообразование» (L415)	«удвоит. слог … + ‑sa‑ (или ‑iṣa‑)»; распределение по aniṭ/seṭ и ударение не оговорены
HK-203	AGREE	раздел «Словообразование» (L415)	«удвоит. слог (с i [для ряда U — c u])» — i, при корнях ряда U — u
HK-204	SILENT	—	искал: дезидератив (L415), īpsa/ditsa/dhītsa — неудвоенные дезидеративы не упомянуты
HK-205	AGREE	раздел «Словообразование» (L417)	«с "тяжелым" удвоит. слогом (т.е. с ā, e, o, ar, al, am, an…)» — гласные типа guṇa (плюс ā)
HK-206	DISAGREE	раздел «Словообразование» (L417)	«как презенс класса 3 … roravīti 'вопит'» — интенсив у него атематический с P.-окончанием; не Ā. и не «почти без атематических форм»
HK-207	SILENT	—	искал: аорист (L337–353), повествование/разговорная речь — употребление аориста не обсуждается
HK-208	AGREE	разделы «Классы презенса» (L335) и «Перфект» (L385)	«Аугмент ставится правее превербов»; инъюнктив «= аорист … без аугмента», «запрещение (с mā)»
HK-209	AGREE	раздел «Аорист» (L343)	«Простой тематический — строится как имперфект класса 6»; залоги отдельно не оговорены
HK-210	SILENT	—	тип назван («Тематический с удвоением», L345: ajījanat, adīdṛçat), но ступень корня и гласная удвоения не описаны
HK-211	SILENT	—	искал: jijñ/jñip, аорист каузатива (L345, L413) — ā→i в удвоит. аористе каузативов на ‑p не описано
HK-212	SILENT	—	A‑/AN‑ лишь в списке префиксов («не, без», L454); продуктивность не оценивается
HK-213	SILENT	—	SA‑ лишь в списке («с (чем), снабженный», L454); распределение сущ./прил. не обсуждается
HK-214	AGREE	раздел «Аорист» (L347, L351)	«Сигматический без ‑i‑» / «Сигматический c ‑i‑»; вставное i — признак seṭ (L72), там же «много колебаний и непоследовательностей»
HK-215	AGREE	раздел «Аорист» (L339)	«Основные типы аориста (прочие крайне редки)» — типы на ‑siṣ/‑sa в 5 основных не входят
HK-216	AGREE	раздел «Аорист» (L347)	«Act. v‑s‑; Med. … у прочих ø‑s‑» — актив vṛddhi, в медии закрытые (интерконсонантные) корни в слабой ступени
HK-217	AGREE	раздел «Морфонология» (L153, L129)	«ns → ṁs»; «ç, ṣ, ch, j (любое), h (любое) + s → kṣ»; переход s→t перед s не оговорён
HK-218	SILENT	—	искал: корневой аорист (L341), adiṣ/корни на ā — распределение P./Ā. по типам для ā‑корней не дано
HK-219	SILENT	—	тип на ‑siṣ не описан — лишь «прочие крайне редки» (L339); искал: siṣ, аорист корней на ā
HK-220	SILENT	—	тип на ‑sa не описан — лишь «прочие крайне редки» (L339); искал: kṣa, ‑sa‑аорист
HK-221	SILENT	—	DUS‑ лишь в списке префиксов («зло‑, дурно‑», L454); о классах имён (лица/неодушевлённые) ничего
HK-222	SILENT	—	ku‑ только как вопросит. местоименная основа (L468); пейоративный префикс ku‑ не упомянут
HK-223	AGREE	раздел «Перфект» (L385)	«= аорист или имперфект без аугмента. Важнейшая функция: запрещение (с mā)»; ограничение 2-м лицом не оговорено
HK-224	SILENT	—	прекатив: «ø‑yās‑ … bhūyāsam» (L387) без правила ā/e/ai/o→e; ā→e у него только в герундиве на ‑ya (L401)
HK-225	SILENT	—	искал: превербы (L450), треть/доля префиксальных глаголов — статистики нет
HK-226	SILENT	—	искал: полупрозрачные, переходность превербных глаголов — семантическая классификация отсутствует
HK-227	SILENT	—	искал: неразложимое значение, идиоматичность превербных глаголов — нет
HK-228	SILENT	—	искал: десубстантивы, ati‑/adhi‑/upa‑ (L452) — превербы даны списком значений, именное словообразование с ними не описано
HK-229	SILENT	—	PRATI лишь в списке превербов («обратно, снова», L452); о числе существительных с prati‑ ничего
HK-230	AGREE	раздел «Словообразование» (L440)	«важны аналоги bahuvrīhi — напр. … nir‑gha 'бездомный', ud‑bahu» — nis‑/ud‑ и семантика отсутствия есть; vi‑ и «особая продуктивность» не названы
HK-231	AGREE	раздел «Местоименное словообразование» (L470)	«‑tra (ta‑tra там, туда) … ‑dā (ta‑dā тогда), ‑thā (ta‑thā так)» — место, время, образ действия
HK-232	AGREE	раздел «Словообразование» (L434)	«Наречия : а) = Asg n прилагательного» — вин.п. ед.ч. ср.р.; квантор «любое качественное» не эксплицирован
HK-233	SILENT	—	искал: avyayībhāva, наречия на ‑am с префиксом (L434, L436) — тип avyayībhāva не упоминается
HK-234	SILENT	—	определения сложного слова (самостоятельная употребимость основ) нет; типы вводятся через русские аналоги (L436)
HK-235	AGREE	раздел «Морфонология» (L76)	«Внешние сандхи (т.е. на стыках слов [но также между основами сложного слова…])»
HK-236	SILENT	—	tatpuruṣa лишь через аналоги («как хлебозавод, громоподобный», L436); критерий «первый член — сущ./местоим.» не формулируется
HK-237	SILENT	—	karmadhāraya лишь через аналоги («как белоэмигрант, темно-серый», L436); критерий первого члена не формулируется
HK-238	SILENT	—	искал: karmadhāraya, приложение/сравнение — аппозитивный подтип не обсуждается
HK-239	SILENT	—	dvigu не упоминается вовсе; искал: dvigu, числительное в сложении
HK-240	AGREE	раздел «Словообразование» (L436)	«прилагательные со значением "имеющий то, что названо" … тип bahuvrīhi»; согласование и сдвиг ударения не оговорены
HK-241	SILENT	—	искал: bahuvrīhi + жен. род (L421 — общий жен. род прилагательных) — образование ж.р. bahuvrīhi не обсуждается
HK-242	SILENT	—	искал: имена, прозвища, bahuvrīhi — об антропонимах ничего
HK-243	AGREE	раздел «Словообразование» (L436)	«тип dvandva — как хлеб-соль, отец-мать» — соединение существительных; «реже прилагательные» и многочленность не оговорены
HK-244	SILENT	—	искал: dvandva, множественное/собирательное число — грамматическое число dvandva не обсуждается
HK-245	SILENT	—	вложенные сложения не обсуждаются; лишь ведийское «почти нет трехчастных или более» (L489); искал: внутри сложных слов
HK-246	SILENT	—	искал: заглавия, названия произведений — нет
HK-247	SILENT	—	искал: корни на ā в конце сложения (L438 — только о неконечных членах) — усечение ā→a не упомянуто
HK-248	SILENT	—	искал: dvandva собирательные, наращение ‑a — не упомянуто
HK-249	SILENT	—	искал: сокращение долгих/дифтонгов в dvigu/dvandva — не упомянуто (dvigu отсутствует вовсе)
HK-250	SILENT	—	словоформа как первый член не упомянута; общее «все члены, кроме последнего, представлены чистой основой» (L438) дано без оговорок
HK-251	SILENT	—	полуслужебное ‑artha не трактуется; artha‑ лишь в словнике («цель, вещь, выгода, смысл», L476)
HK-252	SILENT	—	‑ādi/‑prabhṛti/‑mātra/‑apekṣā в сложениях не трактуются; ādi‑ лишь в словнике («начало», L476)
HK-253	SILENT	—	искал: порядок основ, инверсия в karmadhāraya — не упомянуто
HK-254	SILENT	—	сложные количественные числительные (единицы+десятки) не описаны — только простые и десятки (L249–251); искал: ekādaśa
HK-255	SILENT	—	образование сложных числительных не трактуется; общее правило внешних сандхи между основами сложения (L76) к числительным не привязано
HK-256	SILENT	—	SU‑/DUS‑ лишь в списке префиксов (L454); сравнение с karmadhāraya и ударение не обсуждаются
HK-257	SILENT	—	об индийской традиции ничего; сам З. называет a‑hasta и др. «аналогами bahuvrīhi» (L440), но su‑/dus‑/sa‑ там не примеры
HK-258	SILENT	—	посессивность превербных прилагательных есть (bahuvrīhi‑аналоги, L440), но «редко» и «определения живых существ» не обсуждаются
HK-259	AGREE	раздел «Словообразование» (L440)	«Близки к сложным словам сложения с превербами … важны аналоги bahuvrīhi»; индийская традиция не упоминается
