key	verdict	locus	note
HK-175	AGREE	§ 180 (L2634)	«tudant- --- tudantī- и tudatī-» — класс VI от сильной или слабой ступени (= likhantī/likhatī).
HK-176	AGREE	§ 180 (L2638)	«у корневых имен женский род обычно совпадает с мужским»; тж. § 92: durmanas- m и f одинаково.
HK-177	AGREE	§ 184 (L2660)	«но также viṁçatitama-, triṁçattama- и т.д.» — порядковые десятков на -tama.
HK-178	AGREE	§ 108 (L1784)	«22, 23, 32, 33 --- только dvā-, trayo-», «82, 83 --- только dvyaçīti-»; dvādaça, trayodaça-, aṣṭādaça- — L1780.
HK-179	AGREE	§ 194 (L2734)	«bahuvrīhi на основе tatpuruṣa (встречаются реже)» — основной тип на базе karmadhāraya; последний член — существительное.
HK-180	AGREE	§ 195 (L2738)	«существительное на ā ..., то основа мужского рода ... оканчивается на a» (dvi-jihva-); о добавлении -a- к согласным основам З. молчит.
HK-181	SILENT	—	Искал «эпос» (§ 207 — лишь о равновесии стилей) и «двучлен» (§ 191 — сложения любой длины); о преобладании двучленных в эпосе ни слова.
HK-182	AGREE	§ 192 (L2706)	«обычно склоняется в du или pl», «возможно также sg n (с собирательным значением)» — candra-tārakam; термина samāhāra нет.
HK-183	SILENT	—	Правила порядка основ (гласный исход / меньше слогов — вперёд) нет: §§ 191–196 и § 204 («кроме порядка основ») его не дают.
HK-184	AGREE	§ 236 (L2980)	«ударение в нормальном случае на последнем компоненте» (dvandva/tatpuruṣa/karmadhāraya); «В bahuvrīhi ... на первом компоненте».
HK-185	AGREE	§ 193 (L2724)	«Основы на an ... заменяются основами на a» (mahā-rāja-); про переход -i, -in → -a З. не говорит.
HK-186	AGREE	§ 96 (L1548)	«получают так наз. *опорный элемент* t ...; ср. jit-, çrut-, kṛt-» от √ji, √çru, √kar.
HK-187	AGREE	§ 191 (L2694)	«rājan-, balin- ... выступают ... как ... rāja, bali» — огласовка I.pl, носовой утрачен.
HK-188	AGREE	§ 191 (L2694)	«pitar-, ... pacant-, ... nyañc-» выступают как pitṛ, pacat, nyac — слабая огласовка (как в I.pl).
HK-189	AGREE	§ 196 (L2740)	«mātā-pitarau *мать (mātā, N.sg) и отец*»; но у З. это «изредка» — особый случай, правило «всегда» для -tar не формулируется.
HK-190	AGREE	§ 219 (L2862)	«оборот с деепричастием --- в случае, когда смысловые подлежащие ... совпадают»; locativus absolutus и др. — когда не совпадают.
HK-191	AGREE	§ 220 (L2866)	«может значить *когда (после того как, если, так как, хотя)*» — временное первым; у З. спектр шире (причинное, уступительное).
HK-192	DISAGREE	§ 220 (L2866)	«tasya pāṭayataḥ kāṣṭham *в то время как он рубил дрова*» — пример ген.абс. у З. временной, об уступительности и частице api ни слова.
HK-193	AGREE	§ 167 (L2544)	«равна корню (в той же ступени, что в 3 sg act. перфекта) + aya» — guṇa у закрытых (bodhayati); у открытых и A1 — vṛddhi (§ 150).
HK-194	AGREE	§ 167 (L2544)	«kārayati», «vācayati ... от √vac» — vṛddhi по § 150 у открытых корней и A1 на одиночную согласную; у части корней колебания (patayati).
HK-195	AGREE	§ 167 (L2544)	«многие на am… seṭ на ar, al, an… имеют guṇa: gamayati, janayati»; tvar — seṭ-корень на ar; ср. atitvarat (§ 142).
HK-196	AGREE	§ 167 (L2550)	«После корней на ā вставляется элемент p, например, sthāpayati»; e/ai/au-корни у З. записаны через ā (ср. § 70 п. 4).
HK-197	AGREE	§ 162 (L2516)	«у каузативов… это ay отбрасывается: bodhita-, sthāpita-» — ступень основы каузатива сохранена, суффикс -ita.
HK-198	SILENT	—	Искал управление каузатива: лишь «kārayati asiṁ bhrātaram (или bhrātrā)» (§ 167); непереходные отдельно не трактованы.
HK-199	AGREE	§ 167 (L2556)	«kārayati asiṁ bhrātaram (или bhrātrā)» — творительный допущен, но наравне с винительным; связи с переходностью нет.
HK-200	AGREE	§ 172 (L2582)	«равна основе исходного имени + ya»; «конечный элемент… изменяется» (i, u удлиняются; a → ā или ī).
HK-201	AGREE	§ 172 (L2582)	«равна основе исходного имени + ya» — тематическая основа, спряжение по § 115; act. и med.: duḥkhayati, çatrūyate.
HK-202	AGREE	§ 169 (L2564)	«из корня с удвоительным слогом + sa (или iṣa, § 63)»; ударение jíjñāsa- (§ 234) — на 1-м слоге.
HK-203	AGREE	§ 169 (L2566)	«Гласная удвоительного слога: u при корнях ряда U, i при прочих»; ср. bu-bhū-ṣati (§ 63).
HK-204	AGREE	§ 169 (L2568)	«Особые случаи: ditsati, dhitsati… īpsati» — от √dā, √dhā, √āp.
HK-205	AGREE	§ 170 (L2572)	«Удвоение особое (так наз. тяжелое)… ā, e, o, ar, al, am, an»; при ряде A — ā, при R/L/M/N возможно и ā.
HK-206	AGREE	§ 170 (L2572)	«употребляются довольно редко, причем преимущественно в med.»; атематический act. (по III кл., § 133) редок.
HK-207	AGREE	§ 109 (L1808)	«в некоторых жанрах аорист выступает как обычная форма диалога»; также «только что произошло на глазах у говорящего».
HK-208	AGREE	§ 148 (L2348)	«равен аористу без аугмента… mā gāḥ 'не ходи'»; «преверб предшествует аугменту» (§ 199).
HK-209	AGREE	§ 141 (L2246)	«по строению основы и спряжению совпадает с имперфектом класса VI»; спряжение как от paca- (§ 115, act. и med.).
HK-210	AGREE	§ 142 (L2250)	«обычно… в слабой ступени (но открытые корни на ar, am, an — в guṇa)»; гласная удвоения u(ū)/i(ī).
HK-211	AGREE	§ 142 (L2254)	«ajījñapat (или ajijñipat)… от jñāpay-, jñapay-» — вариант с i наряду с a.
HK-212	AGREE	§ 211 (L2836)	«для отрицания отдельного слова… нормально служит a, an»; в перечне именных префиксов (§ 200).
HK-213	SILENT	—	Искал sa- (§§ 200–202): лишь sa-putra-, sa-kopam; о невстречаемости существительных с sa- нет.
HK-214	AGREE	§ 143 (L2258)	«суффиксом s, перед которым у корней seṭ… соединительное i»; колебания классической эпохи — § 63.
HK-215	AGREE	§ 146 (L2342)	«Основа аориста 6 (редкий тип)… + siṣ»; «аориста 7 (редкий тип)… + sa» (§ 147, L2344).
HK-216	AGREE	§ 144 (L2260)	«В act. корень всегда в ступени vṛddhi», «в med. … обычно слабая ступень» (открытые на i, u, ī — guṇa).
HK-217	AGREE	§ 34 (L486)	«ç, ṣ, ch, j2, h2 дают k перед s»; «s… переходит в t перед s… суффикса»; носовые → ṁ: maṁsyate (§ 39).
HK-218	AGREE	§ 144 (L2312)	med.: «√dā — adiṣi, 3 sg adita»; P.: аорист 1 «только у корней на ā… только в act.» (§ 140).
HK-219	DISAGREE	§ 146 (L2342)	Тип -siṣ, «редкий тип», «Имеется только act.» — да; но не только -ā: «raṁsiṣ- от √ram» (корень на am).
HK-220	AGREE	§ 147 (L2344)	«корню в слабой ступени + sa, например, dikṣa- от √diç, ghukṣa- от √guh» — оба с -kṣa-.
HK-221	SILENT	—	Искал dus-/dur- (§§ 200–201, 238): dur-dina-, dur-manas-; распределения «лица/неодушевлённые» нет.
HK-222	AGREE	§ 200 (L2784)	«dus и ku 'плохой, плохо'» — именной префикс негативной оценки; о редкости не сказано.
HK-223	AGREE	§ 148 (L2348)	«равен аористу без аугмента: mā gāḥ»; «только с отрицанием mā в значении запрещения» (§ 109); у З. и 3 л. (mā bhūt).
HK-224	AGREE	§ 149 (L2354)	«корни на ā имеют основу на -eyās-, например, stheyās-»; e/ai/o-корни у З. записаны как ā.
HK-225	SILENT	—	Искал долю префиксальных глаголов (§ 199): лишь «чрезвычайно характерно», без цифр.
HK-226	SILENT	—	Искал полупрозрачность/переходность (§ 199): лишь «значение… уже невыводимо» во многих случаях; долей и правила о переходности нет.
HK-227	SILENT	—	Процентов нет; § 199 лишь качественно о неразложимых значениях.
HK-228	AGREE	§ 200 (L2782)	«прямое соединение преверба с именной основой… pra-ṇapāt-»; prati-çabda-, ati-dūra- (§ 201); ранжирования частот нет.
HK-229	SILENT	—	Искал prati- (§§ 199–201): prati-çabda- 'эхо'; об особой многочисленности нет.
HK-230	AGREE	§ 201 (L2790)	«ud-bāhu-… nir-mūla- 'лишённый корней', vy-artha-»; «отрицания, лишения, отсутствия — apa, ni, nis, vi» (§ 200).
HK-231	AGREE	§ 189 (L2680)	«tatra 'туда, там'… tadā 'тогда', tathā 'так'» — серии -tra/-dā/-thā (место/время/образ действия).
HK-232	AGREE	§ 188 (L2676)	«практически любое прилагательное в A.sg n»; «несколько реже… I. и Abl.».
HK-233	AGREE	§ 202 (L2796)	«рассматриваются в индийской традиции как… avyayībhava»; форма N.sg n на -am; «преверб равносилен предлогу» (§ 201).
HK-234	SILENT	—	Определения через самостоятельное употребление основ нет; ср. § 96: корневые имена бывают исключительно в сложениях.
HK-235	AGREE	§ 191 (L2694)	«Сандхи между основами — внешние (ср. § 31)».
HK-236	AGREE	§ 193 (L2714)	«А выступает как имя в форме какого-нибудь из косвенных падежей»; пример с местоимением tat-puruṣa-.
HK-237	AGREE	§ 193 (L2714)	«А выступает как согласованное определение или приложение к Б или как примыкающее к Б наречие».
HK-238	AGREE	§ 193 (L2714)	«…или приложение к Б»; vīra-puruṣa- 'человек-герой' (L2718); элемент сравнения не отмечен.
HK-239	AGREE	§ 193 (L2720)	«слова с количественным числительным (кроме eka-) в первой части… называют dvigu» — с оговоркой о традиционном термине.
HK-240	AGREE	§ 194 (L2728)	«являются прилагательными»; жен./ср. род по общим правилам (§ 195); «в bahuvrīhi ударение… на первом компоненте» (§ 236).
HK-241	AGREE	§ 195 (L2738)	«Женский и средний род bahuvrīhi образуются от мужского по общим правилам (§§ 103, 180)».
HK-242	SILENT	—	Искал имена/прозвища: § 182 — имена по родителю (суффиксация с vṛddhi); о bahuvrīhi-именах нет.
HK-243	AGREE	§ 192 (L2706)	«может участвовать и больше двух основ»; существительные и «Пример прилагательного: çukla-kṛṣṇa-».
HK-244	AGREE	§ 192 (L2706)	«обычно склоняется в du или pl, в соответствии с фактическим числом предметов… hastyaçvāḥ».
HK-245	AGREE	§ 191 (L2700)	«Двучленное сложное слово может вступать в новые сложения и т. д.»; особая роль dvandva не выделена.
HK-246	SILENT	—	Искал заглавия/названия произведений (§§ 191–207, 241): нет.
HK-247	AGREE	§ 97 (L1554)	«У большинства имен от корней на ā этот переход… уже совершился, ср. nṛpa- (из nṛpā-)»; ratha-stha-.
HK-248	SILENT	—	Правила о палатальных/d/ṣ/h в собирательных dvandva нет; лишь «пустой» суффикс -a: aho-ratr-a- (§ 187).
HK-249	SILENT	—	Искал сокращение долгих/дифтонгов в dvigu/dvandva (§§ 108, 191–193, 198): правила нет.
HK-250	AGREE	§ 196 (L2740)	«Изредка в качестве первого члена выступает не основа, а словоформа… dhanaṁ-jaya-, yudhi-ṣṭhira-».
HK-251	AGREE	§ 197 (L2748)	«А + artha- … означают (в разных падежах) 'для А, ради А'; ср. pitr-artham, pitr-arthe».
HK-252	AGREE	§ 197 (L2750)	«Bahuvrīhi с ādi-, prabhṛti-, mātrā- и др.»; «adya-prabhṛti 'начиная с сегодняшнего дня'»; -apekṣā не назван.
HK-253	AGREE	§ 196 (L2742)	«порядок основ… противоположен ожидаемому… dṛṣṭa-pūrva- 'виденный прежде'» — редкие случаи.
HK-254	AGREE	§ 108 (L1784)	«с 51 по 59 — eka-, dvā-…-pañcaçat-»; «11 ekādaça-» (L1780) — единицы на первом месте.
HK-255	AGREE	§ 191 (L2694)	«Сандхи между основами — внешние»; в числительных trayodaça-, ṣaṇṇavati- (§ 108); отклонения помечены NB.
HK-256	AGREE	§ 238 (L2994)	«в сложениях типа karmadhāraya они ударны» (su, dus); su-kavi-, dur-dina- — аналоги karmadhāraya (§ 201).
HK-257	AGREE	§ 201 (L2790)	«Аналоги bahuvrīhi… a-hasta-, su-putra-, dur-manas-» — классификация самого З.; атрибуции индийской традиции нет.
HK-258	SILENT	—	Посессивные аналоги bahuvrīhi есть (§ 201); о редкости прочих префиксов и предпочтении живых существ нет.
HK-259	AGREE	§ 201 (L2790)	«Аналоги bahuvrīhi (§ 194), например: ud-bāhu-» — прямое соответствие; ссылки на индийскую традицию здесь нет.
