rank	run	span	file	line	score	style	severity	type	finding	suggestion
108	gasuns2026-22-glava3-05	p043	02_gasuns-dhatu-PhD-text2.mdx	3126	8	zaliznyak-method	minor	clarity_issue	Фраза 'Верба действует не как прозаик, а как поэт, задача которого — усложнить текст' является субъективной оценкой, а не констатацией факта. Стиль Зализняка требует объективного анализа, без метафор.	Заменить на конкретное описание: 'Способ записи Вербы затрудняет поиск корней из-за неединообразного представления вариантов (dīv/d(y)ū/div) и отсутствия последовательной системы отсылок'.
109	gasuns2026-27-art-omonim-01	p026	О записи омонимии корней в словарях древнеиндийского языка.mdx	102	8	panini-traditional	minor	missing_sutra_reference	Упоминается корень √dā без отсылки к соответствующему разделу dhātupāṭha (списка корней). В стиле положено указывать номер сутры или хотя бы название списка.	Сослаться на dhātupāṭha Па̄н̣ини (например, 1.513 и далее) или на конкретный раздел у Пальсуле.
109	gasuns2026-27-art-omonim-01	p026	О записи омонимии корней в словарях древнеиндийского языка.mdx	102	8	toporov-etym	minor	missing_iast_on_first_mention	В сегменте p026 корень √dā упоминается с диакритикой, но IAST не указан явно (запись √dā уже корректна, однако стиль предписывает IAST на первое вхождение).	При первом упоминании корня в тексте статьи (p008) уже ввести IAST; в p026 можно оставить как есть, если IAST уже введён ранее.
109	gasuns2026-27-art-omonim-01	p026	О записи омонимии корней в словарях древнеиндийского языка.mdx	102	8	zaliznyak-method	major	logical_consistency	Утверждение о том, что у Бётлинга (PWG) из 8 омонимов DĀ '1, 3, 4, 5 и 7 — пять именно глагольные' а остальные три — отглагольные, не соответствует приведённым далее данным. В span p029-p033 указаны DĀ 1, 3, 4, 5, 7, но в p035-p037 DĀ 2, 6, 8 обозначены как 'von ...' — то есть производные, а не 'отглагольные' в строгом смысле. Терминологическая небрежность.	Уточните терминологию: вместо 'отглагольные' используйте 'производные (девербативы)' и приведите соответствие с номерами: DĀ 2 — от DĀ 1, DĀ 6 — от DĀ 5, DĀ 8 — от DĀ 7. Это устранит двусмысленность.
110	gasuns2026-05-obzor-02	p007	02_gasuns-dhatu-PhD-text2.mdx	503	7	elizarenkova-veda	minor	unsupported_semantization	В цитате из Елизаренковой (1974) термин *пратишакьи* (IAST: *prātiśākhya*) оставлен без первого упоминания в IAST, что противоречит правилу стиля «термины при первом упоминании — в русской передаче и IAST». Кроме того, оценка «сугубо субъективная цель» может быть воспринята как модернизация: в ведийской филологии пратишакьи имеют объективную фонетическую ценность, их субъективность не является общепринятой характеристикой.	При первом упоминании дать IAST: «пратишакьи (*prātiśākhya*) [..], создаваемые с сугубо практической целью [..]». Заменить «сугубо субъективной целью» на «сугубо практической целью» или добавить оговорку, что такая оценка принадлежит цитируемому автору.
110	gasuns2026-05-obzor-02	p007	02_gasuns-dhatu-PhD-text2.mdx	503	7	panini-traditional	minor	missing_iast_on_first_mention	Термин 'пратишакьи' введён без IAST на первом упоминании. В стиле панини-традиция требуется давать термины в русской передаче и IAST.	Написать: 'пратишакьи (prātiśākhya)' при первом упоминании.
110	gasuns2026-05-obzor-02	p007	02_gasuns-dhatu-PhD-text2.mdx	503	7	zaliznyak-method	minor	missing_source	Цитата из Елизаренковой 1974 приведена без указания страницы. В стиле Зализняка требуется точный адрес источника.	Дополнить ссылкой: [Елизаренкова 1974, с. 5].
111	gasuns2026-07-obzor-04	p020	02_gasuns-dhatu-PhD-text2.mdx	753	7	elizarenkova-veda	minor	anachronistic_sanskrit_period	Утверждение о том, что «древнегреческий материал поможет понять словообразовательные модели санскрита», смешивает ведийский и классический санскрит, а также игнорирует специфику ведийского словообразования. Стиль требует разграничения периодов.	Заменить на: «...поможет понять словообразовательные модели индоевропейского характера, но для ведийского санскрита необходима опора на засвидетельствованные формы».
111	gasuns2026-07-obzor-04	p020	02_gasuns-dhatu-PhD-text2.mdx	753	7	tronsky-readings	minor	unsupported_reading	Утверждение 'вряд ли древнегреческий материал поможет понять словообразовательные модели санскрита' является субъективным мнением без обоснования. В стиле Tronsky-Readings такие категоричные заявления недопустимы без аргументации.	Заменить на: '…между тем древнегреческий материал не всегда проливает свет на словообразовательные модели санскрита, что требует особой осторожности при использовании сравнительных данных.'
111	gasuns2026-07-obzor-04	p020	02_gasuns-dhatu-PhD-text2.mdx	753	7	zaliznyak-method	minor	logical_consistency	Утверждение 'вряд ли древнегреческий материал поможет понять словообразовательные модели санскрита' не обосновано. Для метода Зализняка такое заявление требует аргументации (например, указания на различие в историческом развитии).	Добавить обоснование: '...вряд ли древнегреческий материал поможет понять словообразовательные модели санскрита, поскольку санскрит и греческий относятся к разным ветвям индоевропейской семьи и имеют различные инновации.'
112	gasuns2026-07-obzor-04	p032	02_gasuns-dhatu-PhD-text2.mdx	777	7	elizarenkova-veda	minor	unsupported_semantization	Определение корня по Марузо названо «узким и однобоким» без филологической аргументации. Стиль требует сдержанной критики с указанием на конкретные недостатки.	Заменить на: «...трактовка корня как „не подлежащего сокращению элемента“ (Марузо 1960) не учитывает морфонологических альтернаций, характерных для ведийского глагола».
112	gasuns2026-07-obzor-04	p032	02_gasuns-dhatu-PhD-text2.mdx	777	7	tronsky-readings	minor	missing_source	Утверждение 'В «Словаре лингвистических терминов» Ж. Марузо … трактовка корня … достаточно узка и однобока' не подкреплено цитатой или сопоставлением с другими источниками. Ссылка [Марузо 1960] не содержит страницы.	Добавить страницу из Марузо и, если необходимо, сопоставить с определением из других словарей.
112	gasuns2026-07-obzor-04	p032	02_gasuns-dhatu-PhD-text2.mdx	777	7	zaliznyak-method	minor	clarity_of_explanation	В предложении 'Сигнификативные, или глагольные, корни здесь указывают на характер существования предмета, то есть касаются исключительно семантической стороны слова' не пояснено, кто именно 'здесь' — Марузо или вообще. Это снижает ясность.	Уточнить: 'У Марузо сигнификативные, или глагольные, корни указывают на характер существования предмета...'
113	gasuns2026-07-obzor-04	p027	02_gasuns-dhatu-PhD-text2.mdx	767	7	tronsky-readings	critical	missing_apparatus	Фраза 'до *stari*/*stṝ*' неясна: звёздочка обычно обозначает реконструированную форму, но здесь непонятно, имеется ли в виду реконструкция или традиционная запись. Кроме того, не указана страница или выпуск, где остановился Гото.	Уточнить: '…до корня *stari* (или *stṝ*) по данным Гото (Gotō 20xx, с. ...)'.
113	gasuns2026-07-obzor-04	p027	02_gasuns-dhatu-PhD-text2.mdx	767	7	zaliznyak-method	major	evidentiary_base	Утверждение 'На Гото как на один из первых источников (при таковой возможности) ссылаются как EWA, так и Verba на десятках страниц' не подтверждено конкретными ссылками. Слово 'десятках' неопределённо; требуется точность.	Заменить на: 'На Гото ссылаются в EWA (например, т. 1, с. 15, 23) и в Verba (с. 45, 67).'
114	gasuns2026-08-glava1-01	p030	02_gasuns-dhatu-PhD-text2.mdx	849	7	lidova-commentary	major	commentary_function_gap	Текст утверждает, что комментарии не являются нерушимой истиной, но не раскрывает их функции (например, дидактическую, полемическую, легитимирующую). Это противоречит стилю, который требует различения технического и аналитического комментария.	Добавьте различение: комментарии служили как учебные пособия (технический уровень) и как средство философской интерпретации (аналитический уровень).
114	gasuns2026-08-glava1-01	p030	02_gasuns-dhatu-PhD-text2.mdx	849	7	zaliznyak-method	major	logical_inconsistency	Утверждение «никакой подлинной традиции нет» противоречит признанию непрерывного развития грамматик от Панини до поздних комментаторов. Требуется уточнение: какие именно элементы традиции отсутствуют?	Переформулировать: «подлинной непрерывной традиции толкования, восходящей к ведическим авторам, не существует; всё, что мы имеем, — реконструкции грамматистов».
114	gasuns2026-08-glava1-01	p030	02_gasuns-dhatu-PhD-text2.mdx	849	7	zaliznyak-method	minor	evidentiary_gap	Ссылка на «невыдержанность» и «некритичный подход» комментариев не подкреплена указанием, кто именно из исследователей так считает.	Привести конкретные отзывы (например, из работ указанных в библиографии авторов).
115	gasuns2026-09-glava1-02	p028	02_gasuns-dhatu-PhD-text2.mdx	957	7	elizarenkova-veda	minor	unsupported_semantization	Утверждение, что составитель *Nighaṇṭu* «сомневается, что именно это за форма», является психологизирующим допущением без опоры на текст. Стиль Елизаренковой требует осторожных формулировок с эпистемическими оговорками.	Заменить психологическое объяснение на формальное: «…возможно, потому, что эти формы не поддаются однозначному морфемному анализу в рамках принятой системы».
115	gasuns2026-09-glava1-02	p028	02_gasuns-dhatu-PhD-text2.mdx	957	7	toporov-etym	minor	unsupported_semantization	Утверждение 'ānaśe сравнительно сложно связать с āśnute' — это субъективное суждение без доказательств; с точки зрения регулярной фонетики, связь между корнем 'aś' (достигать) и формами регулярна (презенс 5 класса, перфект). Стиль требует опоры на регулярные соответствия, а не на ощущение сложности.	Убрать субъективную оценку или обосновать, почему форма ānaśē якобы сложна для связи с āśnute, ссылаясь на конкретные фонетические процессы.
115	gasuns2026-09-glava1-02	p028	02_gasuns-dhatu-PhD-text2.mdx	957	7	tronsky-readings	minor	missing_source	Ссылка [Katre 1991] не содержит инициалов.	Исправить на [Katre S. M. 1991].
116	gasuns2026-09-glava1-02	p025	02_gasuns-dhatu-PhD-text2.mdx	951	7	lidova-commentary	minor	weak_genre_framing	Сравнение с платоновскими определениями имени и глагола дано без учёта жанрового контекста: в Нигханту определение даётся не в теоретическом трактате, а в лексикографическом списке, что объясняет отсутствие прямых терминов.	Оговорить, что в Нигханту деление на имена, глаголы и частицы является практическим, а не теоретическим; что жанр списка (коша) не требует эксплицитных определений, в отличие от грамматик или комментариев. Это уточнит жанровую природу источника.
116	gasuns2026-09-glava1-02	p025	02_gasuns-dhatu-PhD-text2.mdx	951	7	panini-traditional	minor	missing_iast_on_first_mention	Термин 'Нигханту' не снабжен IAST при первом упоминании.	Добавить: 'Нигханту (Nighaṇṭu)'.
116	gasuns2026-09-glava1-02	p025	02_gasuns-dhatu-PhD-text2.mdx	951	7	tronsky-readings	minor	missing_source	Ссылка [Лайонз 1978, 37--38] снова без инициалов.	Исправить на [Лайонз Дж. 1978, 37--38].
117	gasuns2026-10-glava1-03	p023	02_gasuns-dhatu-PhD-text2.mdx	1021	7	elizarenkova-veda	minor	missing_iast_on_first_mention	В сегменте p023 приведены пары слов на латинице: *grabh* -- *garbha*, *sṛj* -- *sraj*, но не указана IAST-транслитерация при первом упоминании этих терминов в тексте. Стиль требует при первом упоминании давать русскую передачу и IAST.	Добавить IAST в скобках при первом упоминании каждого корня, например: 'грабх (*grabh*)' и 'сридж (*sṛj*)'.
117	gasuns2026-10-glava1-03	p023	02_gasuns-dhatu-PhD-text2.mdx	1021	7	toporov-etym	minor	missing_iast_on_first_mention	Санскритские формы 'grabh', 'garbha', 'sṛj', 'sraj' даны без IAST.	Приведите в IAST: graBh, garbha, sRJ, sraj.
117	gasuns2026-10-glava1-03	p023	02_gasuns-dhatu-PhD-text2.mdx	1021	7	tronsky-readings	minor	missing_apparatus	Пары *grabh – garbha*, *sṛj – sraj* и греческие примеры из Anttila 1969 даны без контекста о том, почему они показательны. Кроме того, не указан язык греческих слов (др.-греческий).	Уточнить, что греческие формы (например, loigos, oligos) приведены по Anttila, и добавить краткое обоснование их значимости для доказательства.
118	gasuns2026-11-glava1-04	p026	02_gasuns-dhatu-PhD-text2.mdx	1167	7	elizarenkova-veda	minor	missing_iast_on_first_mention	Термин «bhāva» приведён в IAST, но при первом упоминании в тексте (в данном параграфе) не дана русская передача. Необходимо дать русскую передачу при первом упоминании (например, «бхава (bhāva)»).	Переформулировать: «вводит термин *bhāva* (бхава) для обозначения состояния».
118	gasuns2026-11-glava1-04	p026	02_gasuns-dhatu-PhD-text2.mdx	1167	7	elizarenkova-veda	minor	missing_iast_on_first_mention	Термин «√kṝ» приведён без IAST. Для корней следует указывать IAST (√kṝ или √kṛ).	Заменить на «√kṝ (kṛ)» или «√kṛ» в IAST.
118	gasuns2026-11-glava1-04	p026	02_gasuns-dhatu-PhD-text2.mdx	1167	7	elizarenkova-veda	minor	missing_source	Утверждение «karman постепенно теряет первичную семантику» не подкреплено ссылкой на конкретный источник в стиле Елизаренковой. Желательно указать работу, где это обосновано.	Добавить ссылку, например: «(Elizarenkova 1993, с. 45)».
118	gasuns2026-11-glava1-04	p026	02_gasuns-dhatu-PhD-text2.mdx	1167	7	panini-traditional	major	unattributed_commentary	Утверждение о введении Яской термина 'bhāva' не атрибутировано источнику. Стиль требует указывать, на какого комментатора или трактат ссылается автор. Также термин 'bhāva' не введён в IAST и не переведён русским эквивалентом.	Добавить ссылку на Нирукту или конкретного комментатора (например, 'Нирукта 1.1'). При первом упоминании 'bhāva' дать в IAST и русской передаче: 'бхава (bhāva)', с пояснением, что это термин для обозначения состояния.
119	gasuns2026-12-glava2-01	p032	02_gasuns-dhatu-PhD-text2.mdx	1271	7	elizarenkova-veda	minor	missing_source	Утверждение 'встречающееся еще в Ригведе' не подкреплено конкретным указанием на гимн; Grassmann 1872, 676 — это общая ссылка на словарь, а не на ведийский контекст.	Указать конкретное место в Ригведе, где dhātu- встречается, например, РВ I.20.1, и привести контекст.
119	gasuns2026-12-glava2-01	p032	02_gasuns-dhatu-PhD-text2.mdx	1271	7	lidova-commentary	minor	weak_genre_framing	Утверждение об отсутствии расхождений в этимологии dhātu не подкреплено ссылкой на комментаторскую традицию, которая могла бы варьироваться.	Уточнить: 'Данная этимология принята единогласно в основной комментаторской традиции; расхождения касаются лишь вторичных значений и не затрагивают связь с корнем dhā- 'ставить, класть'.'
119	gasuns2026-12-glava2-01	p032	02_gasuns-dhatu-PhD-text2.mdx	1271	7	panini-traditional	minor	missing_iast_on_first_mention	Термин *dhā* (корень) введён впервые в данном сегменте, но без IAST. Стиль требует давать IAST при первом упоминании.	Добавить IAST: 'к глагольному корню *dhā* (*dhā*)'.
120	gasuns2026-12-glava2-01	p024	02_gasuns-dhatu-PhD-text2.mdx	1255	7	lidova-commentary	minor	commentary_function_gap	Упоминание перевода Варадараджи не сопровождается анализом его комментаторского значения или места в традиции.	Пояснить: 'Трактат Варадараджи представляет собой школьный комментарий, суммирующий грамматику Панини; перевод Щербатского остался рукописным и не повлиял на последующую традицию, что само по себе показательно для восприятия индийских текстов в академической среде.'
120	gasuns2026-12-glava2-01	p024	02_gasuns-dhatu-PhD-text2.mdx	1255	7	panini-traditional	minor	missing_iast_on_first_mention	Впервые упоминается имя 'Варадараджа' (Varadarāja) без IAST. Стиль требует давать IAST при первом упоминании санскритских имён.	Добавить IAST: 'Варадараджи (Varadarāja)'.
120	gasuns2026-12-glava2-01	p024	02_gasuns-dhatu-PhD-text2.mdx	1255	7	toporov-etym	minor	missing_iast_on_first_mention	В тексте упоминается трактат Варадараджи, но санскритские названия не даны в IAST.	Привести название трактата и имя автора в IAST: Varadarāja.
121	gasuns2026-18-glava3-01	p041	02_gasuns-dhatu-PhD-text2.mdx	2086	7	elizarenkova-veda	minor	unsupported_semantization	В p041 говорится: «Обе теории могут оказаться правильными, если за исходную точку взять гипотезу, что они описывают структуру корня на разных хронологических этапах». Это не подкреплено конкретной ведийской формой и звучит как общее заключение без опоры на текст.	Добавить хотя бы один ведийский пример, иллюстрирующий хронологическое расслоение (например, корень *√bhṛ* с разными ступенями огласовки в разных гимнах). Или сопроводить утверждение эпистемической оговоркой: «по-видимому», «гипотетически».
121	gasuns2026-18-glava3-01	p041	02_gasuns-dhatu-PhD-text2.mdx	2086	7	lidova-commentary	minor	missing_authority_chain	Упоминаются теории Куриловича и Бенвениста как сходные, но не показана их связь с предшествующей традицией (Соссюр) и не объяснено, почему они важны для понимания комментария. В стиле Лидовой требуется показывать цепочку авторитетов и то, как смена парадигм влияет на толкование корня.	Добавить упоминание о том, что Курилович и Бенвенист развивали идеи Соссюра, и что их теории корня стали инструментом для реконструкции протоиндоевропейского состояния, на которое опираются современные комментаторы ведийских текстов. Связать с вопросом о том, как структура корня влияет на его толкование в бхашье.
121	gasuns2026-18-glava3-01	p041	02_gasuns-dhatu-PhD-text2.mdx	2086	7	tronsky-readings	minor	missing_alternative_interpretation	Сказано, что теории Куриловича и Бенвениста 'могут оказаться правильными, если описывают разные хронологические этапы', но не приведено аргументов за эту гипотезу.	Добавить обоснование: 'Например, Бенвенист описывает более ранний этап, когда суффиксы были продуктивны, а Курилович — более поздний, когда они слились с корнем.'
122	gasuns2026-18-glava3-01	p054	02_gasuns-dhatu-PhD-text2.mdx	2112	7	panini-traditional	major	missing_source	Список Пальсуле (Palsule 1955) не входит в рекомендованные источники стиля, хотя является допустимым. Однако для стиля Панини-традиция предпочтительнее ссылаться на панинеевские перечни дхату (например, из Аштадхьяи).	Указать, что список Пальсуле основывается на традиционных списках, и добавить ссылку на 'Dhātupāṭha' Панини (например, в издании Böhtlingk).
122	gasuns2026-18-glava3-01	p054	02_gasuns-dhatu-PhD-text2.mdx	2112	7	tronsky-readings	major	missing_apparatus	Упоминается список Пальсуле (Palsule 1955) без указания точного названия работы и без описания, как производился отбор корней. Неизвестно, какие корни вошли в выборку и насколько она репрезентативна.	Привести полную библиографию: Palsule, G.B. A Concordance of Sanskrit Roots. Poona, 1955. И указать, какие корни включены (например, все корни из Dhātupāṭha).
122	gasuns2026-18-glava3-01	p054	02_gasuns-dhatu-PhD-text2.mdx	2112	7	tronsky-readings	minor	missing_source	Ссылка на 'Т.Я. Елизаренкову' (сноска 87) не дана в полном виде. Не указано, какая работа и страницы.	Раскрыть сноску: Елизаренкова, Т.Я. Грамматика ведийского языка. М., 1982. С. 127–130; или другое издание.
123	gasuns2026-20-glava3-03	p005	02_gasuns-dhatu-PhD-text2.mdx	2374	7	elizarenkova-veda	minor	missing_iast_on_first_mention	Root √ṛś is given in IAST but the derived form ṛ́kṣa has an acute accent (which is correct) but the accented vowel is not properly supported in Unicode rendering (combining acute may be missing). Also, the root √ṛś itself does not have an explicit IAST note.	Ensure that on first mention, the root is clearly given in IAST: √ṛś (IAST ṛś). Consider adding a note that acute accent is marked as in the original.
123	gasuns2026-20-glava3-03	p005	02_gasuns-dhatu-PhD-text2.mdx	2374	7	elizarenkova-veda	minor	missing_iast_on_first_mention	The footnote marker [^94] appears on the term arśani without IAST. The term arśani is likely a Vedic word; it should be given in IAST at first occurrence, e.g., arśani (RV).	Provide IAST for arśani: arśani (RV) or similar.
123	gasuns2026-20-glava3-03	p005	02_gasuns-dhatu-PhD-text2.mdx	2374	7	toporov-etym	minor	missing_iast_on_first_mention	Корень √ *ṛś* в p005 приведён в IAST, однако значение дано в кириллице без дополнительного уточнения формы. Для стиля Топорова важно последовательное использование IAST для санскритских лексем при первом упоминании.	Указать IAST для всей фразы: √ *ṛś* (?) ‘наносить вред’ (*ṛ́kṣa* V.+, *arśani* RV.).
123	gasuns2026-20-glava3-03	p005	02_gasuns-dhatu-PhD-text2.mdx	2374	7	toporov-etym	major	arbitrary_sound_change	В записи √ *ṛś* (?) без указания на регулярные соответствия с другими индоевропейскими корнями. Стиль Топорова требует демонстрации регулярных звуковых переходов, а не констатации формы с вопросительным знаком.	Добавить хотя бы краткое указание на возможные соответствия (например, слав. *rъz- или др.), сославшись на этимологические словари.
124	gasuns2026-21-glava3-04	p018	02_gasuns-dhatu-PhD-text2.mdx	2673	7	elizarenkova-veda	minor	missing_source	Ссылка на [Morgenroth 1989, 45–48] не конкретизирует, что именно из этого источника используется. Формат ссылки не соответствует стилю (ожидается постраничная отсылка с указанием содержания).	Уточнить, какие именно 15 групп выделены, и указать страницы или раздел. Например: «Моргенрот [1989, 45–48] выделяет 15 групп чередования...»
124	gasuns2026-21-glava3-04	p018	02_gasuns-dhatu-PhD-text2.mdx	2673	7	lidova-commentary	minor	missing_authority_chain	Работа Моргенрота названа «менее оригинальной», но не указано, на какую школьную или авторитетную традицию он опирается (паниниевскую, западную грамматическую).	Уточните: «Моргенрот, следуя европейской школьной грамматике санскрита (Debrunner, Wackernagel), предлагает 15 групп чередования, тогда как Зализняк в рамках структурно-типологического подхода — 18. Разница показывает разрыв между дидактической и лингвистической таксономиями, что характерно для истории санскритской грамматики.»
124	gasuns2026-21-glava3-04	p018	02_gasuns-dhatu-PhD-text2.mdx	2673	7	zaliznyak-method	minor	logical_consistency	Фраза «по причине того, что оригинальная классификация расположена в учебнике санскрита, здесь отсутствуют сноски» нелогична: наличие сносок не определяется жанром учебника. Учебники часто содержат сноски. Лучше сказать: «в учебнике Моргенрота, в отличие от специальных исследований, не приведены обоснования выделения 15 групп».	Заменить на: «Поскольку работа Моргенрота является учебником санскрита, критерии выделения 15 групп чередования в ней не эксплицированы».
125	gasuns2026-26-art-morfonol-01	p048	Морфонологическая запись глагольных корней санскрита.mdx	98	7	toporov-etym	major	accidental_similarity	Сравнение √vás(i) и √vAsH основано на внешнем сходстве, а не на строгом анализе морфонологических правил; предлагаемая система не обоснована регулярными соответствиями.	Обосновать выбор (i) как показателя seṭ через правила сандхи и чередования, а не через противопоставление H.
125	gasuns2026-26-art-morfonol-01	p048	Морфонологическая запись глагольных корней санскрита.mdx	98	7	zaliznyak-method	major	logical_inconsistency	Утверждается, что 'в схеме Зализняка veṭ приходилось обозначать словами (то есть оно не предусмотрено)'. Однако в [Зализняк 1975: 83] корни типа veṭ отнесены к 'типу II, корни ряда A1 под корень-ярлык tyaj', то есть Зализняк предусматривает для них место в своей классификации, пусть и не выделяя их в отдельный графический маркер. Таким образом, утверждение о том, что vejt 'не предусмотрено', является неточным и вводит читателя в заблуждение.	Скорректировать формулировку: вместо 'не предусмотрено' указать, что Зализняк не вводит для veṭ отдельного графического показателя, а относит их к определённому подтипу в таблице, что является сознательным выбором, основанным на статистике. Можно добавить уточнение: 'в системе Зализняка veṭ маркируется не графически, а отнесением к конкретному типу в таблице распределения'.
125	gasuns2026-26-art-morfonol-01	p048	Морфонологическая запись глагольных корней санскрита.mdx	98	7	zaliznyak-method	minor	unsubstantiated_claim	Утверждение, что 'в схеме Зализняка veṭ приходилось обозначать словами', не подкреплено ссылкой на страницу или таблицу. Читатель не может проверить, действительно ли Зализняк не даёт графического способа для veṭ, или же этот способ подразумевается. Отсутствие указания на конкретное место в работе Зализняка снижает доказательность.	Указать конкретную страницу и таблицу из [Зализняк 1975], где рассматриваются корни veṭ, или привести цитату. Если Зализняк не использует для них отдельного знака, то следует это явно оговорить со ссылкой.
126	gasuns2026-27-art-omonim-01	p022	О записи омонимии корней в словарях древнеиндийского языка.mdx	94	7	lidova-commentary	minor	missing_authority_chain	Упоминание Wehr (арабский словарь) не сопровождается объяснением, почему опыт арабской лексикографии релевантен для индийской. Не показано, что в арабской традиции также существовала развитая комментаторская школа, и что сопоставление с ней могло бы прояснить вопросы авторитета.	Добавить краткое пояснение: например, 'В арабской лексикографической традиции, как и в индийской, нумерация корней служила не только техническим средством, но и отсылкой к авторитету предшествующих толкований (ср. комментарии к словарю Wehr)'. Это установит нужную параллель.
126	gasuns2026-27-art-omonim-01	p022	О записи омонимии корней в словарях древнеиндийского языка.mdx	94	7	panini-traditional	minor	mistranslated_native_term	Фраза «корень или определенное сочетание букв» неточно передаёт понятие dhātu: в панинеевской традиции dhātu — это не просто сочетание букв, а абстрактная морфема, обладающая значением и подвергающаяся операциям (guṇa, vṛddhi и др.).	Уточнить, что dhātu (धातु) — это корень как единица грамматического описания по Па̄н̣ини, а не просто буквенная последовательность.
126	gasuns2026-27-art-omonim-01	p022	О записи омонимии корней в словарях древнеиндийского языка.mdx	94	7	zaliznyak-method	minor	clarity_of_explanation	Фраза 'в научной индологической литературе достаточно часто все обстоит ровно наоборот' является неконкретной. Не указано, какие именно издания имеются в виду, и в чём именно состоит это 'наоборот'. Это затрудняет проверку утверждения.	Замените обобщение на конкретные примеры: укажите 2-3 словаря, где нумерация омонимов не облегчает, а затрудняет поиск (например, Werba 1997, Mayrhofer 1986-2001).
127	gasuns2026-28-art-vargi-01	p028	Распределение рядов согласных.mdx	58	7	toporov-etym	minor	missing_iast_on_first_mention	Термин 'Дентальные' — не IAST.	Добавить IAST: 'дентальные (dantya)'.
127	gasuns2026-28-art-vargi-01	p028	Распределение рядов согласных.mdx	58	7	tronsky-readings	medium	missing_source	Утверждение «почти отсутствуя в ведийском и эпическом санскрите» о дентальных грубо ошибочно: по табл. 2 дентальные составляют 51,51% в ведийском и 47,31% в эпическом – это доминирующий ряд. Ошибка, по-видимому, возникла из-за путаницы с гуттуральными или палатальными.	Удалить «почти отсутствуя в ведийском и эпическом санскрите» и исправить на: «Дентальные – самый частотный ряд во всех срезах (от 51,5% в ведийском до 46,6% в средневековом). Наибольший сдвиг зафиксирован между ведийским и эпическим (−4,20 п.п.).»
127	gasuns2026-28-art-vargi-01	p028	Распределение рядов согласных.mdx	58	7	zaliznyak-method	minor	clarity_of_explanation	Фраза «почти отсутствуя в ведийском и эпическом санскрите» для дентальных вводит в заблуждение: по табл. 2 доля дентальных в ведийском срезе 51,51%, в эпическом 47,31% — это не «почти отсутствие», а преобладание.	Заменить на: «Дентальные составляют около половины всех согласных на всех срезах, с убыванием от ведийского к эпическому примерно на 4 процентных пункта.»
128	gasuns2026-04-obzor-01	p013	02_gasuns-dhatu-PhD-text2.mdx	387	6	elizarenkova-veda	major	unsupported_semantization	Утверждение «2490 корней (включая очевидные с современной точки зрения дубликаты, как-то, например, корни *rih* и *lih,* как говорит Майрхофер *l*-Form)» не опирается на форму и контекст гимна, а использует модернизирующее сравнение без ведийского ударения. Стиль требует различать гимновую формулу и свободное словоупотребление, отмечать ударение там, где оно значимо.	Добавить указание на ударение и ведийский контекст: «корень *rih* (с ударением на корне, РВ X.106.2) и *lih* (без ударения в гимнах, но с *l*-вариантом)». Привести хотя бы один пример из гимна.
128	gasuns2026-04-obzor-01	p013	02_gasuns-dhatu-PhD-text2.mdx	387	6	toporov-etym	major	missing_iast_on_first_mention	Корни 'rih' и 'lih' не записаны в IAST. Также в тексте не используется звёздочка для реконструированных форм.	Записать как '√rih' и '√lih' (курсивом) при первом упоминании. Если это реконструированные корни, поставить звёздочку: '*rih', '*lih'.
129	gasuns2026-04-obzor-01	p035	02_gasuns-dhatu-PhD-text2.mdx	431	6	elizarenkova-veda	major	unsupported_semantization	Фраза «Под термином *дхату* (*dhā́tu-*) они, предположительно [Saṅkā 2014, 10], понимали единицу языка» использует IAST с ударением (*dhā́tu-*), но семантизация даётся без опоры на форму и контекст гимна. Стиль требует: «сначала форма, потом значение». Здесь же сразу значение по вторичному источнику.	Добавить разбор формы: «*dhā́tu-* (от корня *dhā-* ‘класть, устанавливать’, с суффиксом *-tu*) в ведийском языке означает ‘основа, элемент’, ср. РВ I.67.2». Затем уже цитату из Saṅkā.
